software19,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
ant_main(10)19,0.2,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.4,0.5,0.6,0.6
argouml(12)19,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.75,0.6666666666666666,0.5833333333333334
gwtportlets(27)19,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.48148148148148145,0.4074074074074074,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074
javaclient(57)19,0.24561403508771928,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.19298245614035087,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.12280701754385964,0.14035087719298245,0.19298245614035087
jedit(7)19,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)19,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
jhotdraw(9)19,0.5555555555555556,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666
jmeter_core(14)19,0.2857142857142857,0.0,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715
JPMC(24)19,0.0,0.041666666666666664,0.0,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
log4j(9)19,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
Mars(29)19,0.27586206896551724,0.0,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.27586206896551724,0.20689655172413793,0.1724137931034483,0.20689655172413793,0.27586206896551724,0.2413793103448276
Maze(27)19,0.4074074074074074,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.37037037037037035,0.48148148148148145,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.5185185185185185,0.48148148148148145
neuroph(24)19,0.4166666666666667,0.0,0.4583333333333333,0.375,0.375,0.16666666666666666,0.375,0.4166666666666667,0.5,0.4166666666666667,0.375,0.4583333333333333
PDFBox(12)19,0.3333333333333333,0.0,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.25
tomcat(28)19,0.25,0.0,0.32142857142857145,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.21428571428571427,0.25
wro4j(12)19,0.5,0.0,0.5833333333333334,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.4166666666666667,0.5,0.6666666666666666
Xerces(6)19,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
xuml(37)19,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
