software22,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
ant_main(10)22,0.2,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.6,0.6
argouml(12)22,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.5,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5833333333333334
gwtportlets(27)22,0.4074074074074074,0.07407407407407407,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.3333333333333333,0.5185185185185185,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.48148148148148145,0.48148148148148145
javaclient(57)22,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.15789473684210525,0.19298245614035087,0.21052631578947367
jedit(7)22,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)22,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222
jhotdraw(9)22,0.5555555555555556,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666
jmeter_core(14)22,0.35714285714285715,0.0,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.35714285714285715
JPMC(24)22,0.0,0.08333333333333333,0.0,0.375,0.375,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
log4j(9)22,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mars(29)22,0.27586206896551724,0.0,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.20689655172413793,0.3448275862068966,0.20689655172413793,0.1724137931034483,0.27586206896551724,0.3103448275862069,0.2413793103448276
Maze(27)22,0.4444444444444444,0.25925925925925924,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.48148148148148145,0.5185185185185185,0.48148148148148145,0.48148148148148145,0.5185185185185185,0.5185185185185185,0.5185185185185185
neuroph(24)22,0.4166666666666667,0.041666666666666664,0.4583333333333333,0.375,0.375,0.16666666666666666,0.4166666666666667,0.5,0.5,0.5,0.4166666666666667,0.5
PDFBox(12)22,0.5,0.0,0.4166666666666667,0.25,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25
tomcat(28)22,0.32142857142857145,0.0,0.32142857142857145,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.21428571428571427,0.25
wro4j(12)22,0.6666666666666666,0.0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.75,0.75
Xerces(6)22,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
xuml(37)22,0.0,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
