software28,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
ant_main(10)28,0.3,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.6,0.7
argouml(12)28,0.4166666666666667,0.0,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.8333333333333334
gwtportlets(27)28,0.5185185185185185,0.14814814814814814,0.4444444444444444,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5555555555555556,0.5555555555555556,0.5185185185185185,0.5555555555555556,0.5185185185185185,0.5925925925925926
javaclient(57)28,0.42105263157894735,0.0,0.43859649122807015,0.24561403508771928,0.24561403508771928,0.3333333333333333,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.24561403508771928,0.2982456140350877,0.3333333333333333
jedit(7)28,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)28,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222
jhotdraw(9)28,0.6666666666666666,0.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778
jmeter_core(14)28,0.42857142857142855,0.0,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.5714285714285714,0.5
JPMC(24)28,0.125,0.08333333333333333,0.125,0.375,0.375,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.20833333333333334
log4j(9)28,0.4444444444444444,0.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333
Mars(29)28,0.3448275862068966,0.0,0.2413793103448276,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.3793103448275862,0.27586206896551724,0.27586206896551724,0.3103448275862069,0.3793103448275862,0.3103448275862069
Maze(27)28,0.4444444444444444,0.2962962962962963,0.48148148148148145,0.5185185185185185,0.5185185185185185,0.5555555555555556,0.6666666666666666,0.5185185185185185,0.5185185185185185,0.5925925925925926,0.5925925925925926,0.5555555555555556
neuroph(24)28,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5,0.5416666666666666,0.5416666666666666
PDFBox(12)28,0.5,0.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.25
tomcat(28)28,0.2857142857142857,0.0,0.21428571428571427,0.17857142857142858,0.17857142857142858,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.25
wro4j(12)28,0.6666666666666666,0.0,0.5833333333333334,0.75,0.75,0.75,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.9166666666666666,1.0,1.0
Xerces(6)28,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
xuml(37)28,0.0,0.40540540540540543,0.02702702702702703,0.05405405405405406,0.05405405405405406,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.0
