software15,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)15,0.5,0.5,0.5
argouml(12)15,0.5,0.5,0.5
gwtportlets(27)15,0.4074074074074074,0.3333333333333333,0.4074074074074074
javaclient(57)15,0.1052631578947368,0.1052631578947368,0.1052631578947368
jedit(7)15,0.7142857142857143,0.8571428571428571,0.7142857142857143
jgap(18)15,0.1111111111111111,0.1111111111111111,0.1111111111111111
jhotdraw(9)15,0.5555555555555556,0.4444444444444444,0.5555555555555556
jmeter_core(14)15,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)15,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)15,0.2222222222222222,0.3333333333333333,0.3333333333333333
Mars(29)15,0.1724137931034483,0.1724137931034483,0.2068965517241379
Maze(27)15,0.4814814814814814,0.4444444444444444,0.4814814814814814
neuroph(24)15,0.4166666666666667,0.4166666666666667,0.4166666666666667
PDFBox(12)15,0.1666666666666666,0.25,0.1666666666666666
tomcat(28)15,0.1428571428571428,0.1428571428571428,0.1428571428571428
wro4j(12)15,0.3333333333333333,0.5833333333333334,0.4166666666666667
Xerces(6)15,0.1666666666666666,0.0,0.0
xuml(37)15,0.0,0.0,0.0
