neuroph(24),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
3,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333
4,0.16666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125
5,0.16666666666666666,0.0,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.125,0.16666666666666666,0.125,0.125,0.125,0.125,0.16666666666666666
6,0.16666666666666666,0.0,0.20833333333333334,0.125,0.125,0.125,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.125,0.16666666666666666,0.16666666666666666
7,0.16666666666666666,0.0,0.20833333333333334,0.125,0.125,0.125,0.25,0.20833333333333334,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.20833333333333334
8,0.25,0.0,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.125,0.2916666666666667,0.25,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.20833333333333334
9,0.25,0.0,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.125,0.2916666666666667,0.2916666666666667,0.25,0.25,0.25,0.25
10,0.25,0.0,0.25,0.16666666666666666,0.16666666666666666,0.125,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667
11,0.2916666666666667,0.0,0.25,0.20833333333333334,0.20833333333333334,0.125,0.2916666666666667,0.375,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.3333333333333333
12,0.2916666666666667,0.0,0.25,0.25,0.25,0.125,0.2916666666666667,0.375,0.375,0.3333333333333333,0.2916666666666667,0.375
13,0.2916666666666667,0.0,0.25,0.25,0.25,0.125,0.3333333333333333,0.375,0.4166666666666667,0.375,0.3333333333333333,0.375
14,0.2916666666666667,0.0,0.25,0.2916666666666667,0.2916666666666667,0.16666666666666666,0.3333333333333333,0.375,0.4166666666666667,0.4166666666666667,0.375,0.375
15,0.2916666666666667,0.0,0.25,0.2916666666666667,0.2916666666666667,0.16666666666666666,0.375,0.375,0.4166666666666667,0.4166666666666667,0.375,0.4166666666666667
16,0.2916666666666667,0.0,0.25,0.3333333333333333,0.3333333333333333,0.20833333333333334,0.375,0.4166666666666667,0.4583333333333333,0.4166666666666667,0.375,0.4166666666666667
17,0.2916666666666667,0.0,0.25,0.375,0.375,0.20833333333333334,0.375,0.4583333333333333,0.5,0.4166666666666667,0.375,0.4583333333333333
18,0.5,0.0,0.5,0.375,0.375,0.25,0.375,0.4583333333333333,0.5,0.4583333333333333,0.375,0.5
19,0.5,0.0,0.5,0.375,0.375,0.25,0.375,0.5,0.5,0.4583333333333333,0.4166666666666667,0.5
20,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.375,0.5,0.5,0.5,0.4166666666666667,0.5
21,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.4166666666666667,0.5,0.5,0.5,0.4166666666666667,0.5416666666666666
22,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.4583333333333333,0.5,0.5,0.5,0.4166666666666667,0.5416666666666666
23,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5,0.5,0.5,0.5,0.4583333333333333,0.5416666666666666
24,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5,0.5416666666666666,0.5,0.5,0.4583333333333333,0.5416666666666666
25,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5,0.5416666666666666,0.5416666666666666,0.5,0.4583333333333333,0.5416666666666666
26,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5,0.5416666666666666,0.5416666666666666,0.5,0.5,0.5416666666666666
27,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5,0.5416666666666666,0.5416666666666666,0.5,0.5416666666666666,0.5416666666666666
28,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5,0.5416666666666666,0.5416666666666666
29,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.5,0.5416666666666666,0.5416666666666666
30,0.5,0.041666666666666664,0.5,0.4166666666666667,0.4166666666666667,0.2916666666666667,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.5416666666666666,0.5416666666666666
